日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-16,600602,21.24,20.81,21.44,20.52,339927,712579880.0,4.31,-2.57,-0.55,3.16
2025-04-17,600602,20.76,20.89,21.44,20.63,366430,776241931.0,3.89,0.38,0.08,3.41
2025-04-18,600602,21.05,21.03,21.52,20.82,340832,720407033.0,3.35,0.67,0.14,3.17
2025-04-21,600602,21.03,22.31,22.65,20.83,707166,1548996868.0,8.65,6.09,1.28,6.58
2025-04-22,600602,22.19,21.59,22.27,21.37,575980,1251960298.0,4.03,-3.23,-0.72,5.36
2025-04-23,600602,21.96,22.33,22.59,21.56,703622,1559354097.0,4.77,3.43,0.74,6.55
2025-04-24,600602,22.2,21.51,22.26,21.15,604424,1306085602.0,4.97,-3.67,-0.82,5.63
2025-04-25,600602,21.96,22.72,23.35,21.96,1185793,2703864044.0,6.46,5.63,1.21,11.04
2025-04-28,600602,22.81,23.14,23.94,22.81,936051,2190619795.0,4.97,1.85,0.42,8.71
2025-04-29,600602,23.06,23.15,23.46,22.53,617259,1432936939.0,4.02,0.04,0.01,5.75
2025-04-30,600602,23.15,23.44,23.64,22.27,934980,2175125569.0,5.92,1.25,0.29,8.7
2025-05-06,600602,23.76,24.26,24.51,23.45,839834,2022568713.0,4.52,3.5,0.82,7.82
2025-05-07,600602,24.55,23.69,24.55,23.32,755844,1803653291.0,5.07,-2.35,-0.57,7.04
2025-05-08,600602,23.36,23.3,23.79,23.26,478210,1120758682.0,2.24,-1.65,-0.39,4.45
2025-05-09,600602,23.3,22.62,23.3,22.62,356282,815397563.0,2.92,-2.92,-0.68,3.32
2025-05-12,600602,22.76,22.88,22.94,22.62,297817,680213658.0,1.41,1.15,0.26,2.77
2025-05-13,600602,23.11,22.67,23.17,22.63,316180,723737792.0,2.36,-0.92,-0.21,2.94
2025-05-14,600602,22.66,22.54,22.84,22.31,359548,811278042.0,2.34,-0.57,-0.13,3.35
2025-05-15,600602,22.41,21.54,22.45,21.51,380825,831298610.0,4.17,-4.44,-1.0,3.54
2025-05-16,600602,21.45,21.61,21.79,21.27,220910,478168739.0,2.41,0.32,0.07,2.06
2025-05-19,600602,21.75,21.57,21.76,21.14,217204,466950324.0,2.87,-0.19,-0.04,2.02
2025-05-20,600602,21.43,21.49,21.71,21.24,230381,496201885.0,2.18,-0.37,-0.08,2.14
2025-05-21,600602,21.39,21.17,21.5,21.08,260239,553266598.0,1.95,-1.49,-0.32,2.42
2025-05-22,600602,21.1,20.96,21.32,20.92,193479,408767674.0,1.89,-0.99,-0.21,1.8
2025-05-23,600602,20.96,20.51,21.09,20.46,260618,542290465.0,3.01,-2.15,-0.45,2.43
2025-05-26,600602,20.5,20.75,20.91,20.36,236684,489680071.0,2.68,1.17,0.24,2.2
2025-05-27,600602,20.68,20.33,20.74,20.26,213536,436344558.0,2.31,-2.02,-0.42,1.99
2025-05-28,600602,20.25,20.1,20.46,20.09,190244,385025576.0,1.82,-1.13,-0.23,1.77
2025-05-29,600602,20.16,20.45,20.51,20.11,223850,456960739.0,1.99,1.74,0.35,2.08
2025-05-30,600602,20.38,20.02,20.38,19.97,198683,399799875.0,2.0,-2.1,-0.43,1.85
2025-06-03,600602,19.89,20.03,20.17,19.81,160303,321469189.0,1.8,0.05,0.01,1.49
2025-06-04,600602,20.06,20.15,20.49,19.97,223018,452335214.0,2.6,0.6,0.12,2.08
2025-06-05,600602,20.16,20.85,20.93,20.16,470305,970116962.0,3.82,3.47,0.7,4.38
2025-06-06,600602,20.88,20.87,21.33,20.62,419190,878516304.0,3.41,0.1,0.02,3.9
2025-06-09,600602,20.78,20.89,21.11,20.78,276464,579271802.0,1.58,0.1,0.02,2.57
2025-06-10,600602,21.01,20.34,21.07,20.09,289747,594264244.0,4.69,-2.63,-0.55,2.7
2025-06-11,600602,20.36,20.25,20.52,20.23,167639,341564871.0,1.43,-0.44,-0.09,1.56
2025-06-12,600602,20.17,20.15,20.32,20.07,143688,290976166.0,1.23,-0.49,-0.1,1.34
2025-06-13,600602,20.07,19.62,20.08,19.4,318072,626561999.0,3.37,-2.63,-0.53,2.96
2025-06-16,600602,19.43,19.7,19.76,19.39,158085,311198148.0,1.89,0.41,0.08,1.47
2025-06-17,600602,19.7,19.52,19.7,19.39,164514,321498322.0,1.57,-0.91,-0.18,1.53
2025-06-18,600602,19.47,19.46,19.63,19.21,168262,327594715.0,2.15,-0.31,-0.06,1.57
2025-06-19,600602,19.46,19.09,19.6,19.05,183408,354755806.0,2.83,-1.9,-0.37,1.71
2025-06-20,600602,19.06,18.66,19.2,18.63,192854,364108804.0,2.99,-2.25,-0.43,1.8
2025-06-23,600602,18.46,18.77,18.86,18.32,172833,324023934.0,2.89,0.59,0.11,1.61
2025-06-24,600602,18.82,19.64,20.12,18.75,396489,773853498.0,7.3,4.64,0.87,3.69
2025-06-25,600602,19.66,20.02,20.04,19.57,363577,724531645.0,2.39,1.93,0.38,3.38
2025-06-26,600602,20.03,19.9,20.36,19.78,310900,624912086.0,2.9,-0.6,-0.12,2.89
2025-06-27,600602,19.82,19.89,20.14,19.72,224033,447870809.0,2.11,-0.05,-0.01,2.09
2025-06-30,600602,19.85,20.13,20.24,19.84,223133,447986700.0,2.01,1.21,0.24,2.08
2025-07-01,600602,20.16,19.98,20.18,19.81,190160,379858455.0,1.84,-0.75,-0.15,1.77
2025-07-02,600602,19.92,19.54,19.94,19.45,193415,380560430.0,2.45,-2.2,-0.44,1.8
2025-07-03,600602,19.48,19.54,19.83,19.46,119803,235246632.0,1.89,0.0,0.0,1.12
2025-07-04,600602,19.51,19.95,20.46,19.48,537099,1081884047.0,5.02,2.1,0.41,5.0
2025-07-07,600602,19.77,19.58,19.83,19.51,238032,467531230.0,1.6,-1.85,-0.37,2.22
2025-07-08,600602,19.59,20.01,20.05,19.45,280371,557264592.0,3.06,2.2,0.43,2.61
2025-07-09,600602,20.01,19.92,20.16,19.86,200085,400676473.0,1.5,-0.45,-0.09,1.86
2025-07-10,600602,19.86,20.1,20.46,19.64,331519,663980643.0,4.12,0.9,0.18,3.09
2025-07-11,600602,19.99,21.24,21.96,19.82,882400,1839441197.0,10.65,5.67,1.14,8.21
2025-07-14,600602,21.9,21.64,22.18,21.41,936559,2045318178.0,3.63,1.88,0.4,8.72
2025-07-15,600602,21.36,22.7,22.96,21.28,1020282,2268491712.0,7.76,4.9,1.06,9.5
2025-07-16,600602,22.56,22.23,23.13,22.06,780504,1757915138.0,4.71,-2.07,-0.47,7.27
2025-07-17,600602,22.03,22.28,22.56,21.74,533520,1184388979.0,3.69,0.22,0.05,4.97
2025-07-18,600602,22.41,23.1,23.42,22.26,860949,1982303185.0,5.21,3.68,0.82,8.01
2025-07-21,600602,22.59,22.24,22.91,22.12,650071,1456241765.0,3.42,-3.72,-0.86,6.05
2025-07-22,600602,21.97,21.84,22.42,21.76,470871,1037600584.0,2.97,-1.8,-0.4,4.38
2025-07-23,600602,21.56,22.61,22.88,21.46,610467,1359514029.0,6.5,3.53,0.77,5.68
2025-07-24,600602,22.36,22.96,23.28,22.36,664457,1529015250.0,4.07,1.55,0.35,6.19
2025-07-25,600602,23.57,23.47,24.06,23.18,817887,1924250398.0,3.83,2.22,0.51,7.61
2025-07-28,600602,23.47,23.13,23.6,22.8,635483,1463883147.0,3.41,-1.45,-0.34,5.92
2025-07-29,600602,22.8,22.56,22.96,22.25,479583,1078639611.0,3.07,-2.46,-0.57,4.46
2025-07-30,600602,22.37,22.09,22.65,22.01,333455,742231263.0,2.84,-2.08,-0.47,3.1
2025-07-31,600602,22.1,22.19,22.65,22.1,359285,803832409.0,2.49,0.45,0.1,3.34
2025-08-01,600602,22.37,22.85,22.92,21.96,533394,1202161887.0,4.33,2.97,0.66,4.97
2025-08-04,600602,22.46,22.5,22.66,22.33,318867,715986572.0,1.44,-1.53,-0.35,2.97
2025-08-05,600602,22.52,22.42,22.59,22.23,232061,519031634.0,1.6,-0.36,-0.08,2.16
2025-08-06,600602,22.41,22.55,22.77,22.2,298596,671790088.0,2.54,0.58,0.13,2.78
2025-08-07,600602,22.46,22.23,22.67,22.21,268464,599841141.0,2.04,-1.42,-0.32,2.5
2025-08-08,600602,22.23,21.55,22.28,21.55,324505,705974477.0,3.28,-3.06,-0.68,3.02
2025-08-11,600602,21.57,21.8,21.94,21.57,228512,498222765.0,1.72,1.16,0.25,2.13
2025-08-12,600602,21.73,21.96,22.08,21.66,227082,497203622.0,1.93,0.73,0.16,2.11
2025-08-13,600602,21.91,22.49,22.78,21.78,470217,1057296591.0,4.55,2.41,0.53,4.38
2025-08-14,600602,22.58,22.09,22.62,22.07,327195,730817355.0,2.45,-1.78,-0.4,3.05
2025-08-15,600602,22.06,22.38,22.45,21.9,273287,608736683.0,2.49,1.31,0.29,2.54
2025-08-18,600602,22.49,22.96,23.06,22.45,515873,1179213961.0,2.73,2.59,0.58,4.8
2025-08-19,600602,22.85,23.0,23.68,22.74,500431,1155327902.0,4.09,0.17,0.04,4.66
2025-08-20,600602,22.79,23.46,23.46,22.61,511596,1178597390.0,3.7,2.0,0.46,4.76
2025-08-21,600602,23.56,23.43,23.82,23.16,440985,1031274761.0,2.81,-0.13,-0.03,4.1
2025-08-22,600602,23.42,23.54,23.92,23.3,605456,1426612160.0,2.65,0.47,0.11,5.64
2025-08-25,600602,23.64,24.02,24.42,23.48,833068,1995493083.0,3.99,2.04,0.48,7.75
2025-08-26,600602,23.82,23.66,24.22,23.5,545598,1303118471.0,3.0,-1.5,-0.36,5.08
2025-08-27,600602,24.0,23.38,24.68,23.36,815643,1961647658.0,5.58,-1.18,-0.28,7.59
2025-08-28,600602,23.2,23.62,23.62,22.71,605090,1406095240.0,3.89,1.03,0.24,5.63
2025-08-29,600602,23.63,23.2,23.66,22.92,398998,925481048.0,3.13,-1.78,-0.42,3.71
2025-09-01,600602,23.8,23.31,24.24,23.2,495929,1173112436.0,4.48,0.47,0.11,4.62
2025-09-02,600602,23.07,21.85,23.07,21.7,517426,1149683252.0,5.88,-6.26,-1.46,4.82
2025-09-03,600602,21.89,20.97,22.0,20.88,319037,682154644.0,5.13,-4.03,-0.88,2.97
2025-09-04,600602,20.96,20.14,21.08,19.78,335839,686106990.0,6.2,-3.96,-0.83,3.13
2025-09-05,600602,20.25,20.33,20.37,19.88,319418,643176782.0,2.43,0.94,0.19,2.97
2025-09-08,600602,20.2,20.64,21.0,20.1,359533,738143303.0,4.43,1.52,0.31,3.35
2025-09-09,600602,20.65,20.05,20.65,20.05,231557,467969239.0,2.91,-2.86,-0.59,2.16
2025-09-10,600602,20.15,20.26,20.44,20.15,185935,377579333.0,1.45,1.05,0.21,1.73
2025-09-11,600602,20.79,20.95,20.96,20.32,405168,838500134.0,3.16,3.41,0.69,3.77
2025-09-12,600602,21.14,21.2,21.84,21.06,424034,909556979.0,3.72,1.19,0.25,3.95
2025-09-15,600602,20.98,21.1,21.58,20.72,331905,698071731.0,4.06,-0.47,-0.1,3.09
2025-09-16,600602,21.01,20.96,21.06,20.75,230194,480901836.0,1.47,-0.66,-0.14,2.14
2025-09-17,600602,20.96,20.98,21.1,20.8,224453,470855320.0,1.43,0.1,0.02,2.09
2025-09-18,600602,21.09,20.98,21.81,20.8,460750,979875170.0,4.81,0.0,0.0,4.29
2025-09-19,600602,20.82,20.58,21.01,20.5,253181,525147347.0,2.43,-1.91,-0.4,2.36
2025-09-22,600602,20.65,20.98,20.99,20.48,223827,467000042.0,2.48,1.94,0.4,2.08
2025-09-23,600602,21.0,20.45,21.09,20.0,308662,628435772.0,5.2,-2.53,-0.53,2.87
2025-09-24,600602,20.26,21.04,21.06,20.18,291456,603795686.0,4.3,2.89,0.59,2.71
2025-09-25,600602,21.29,21.45,21.8,21.15,431309,928249839.0,3.09,1.95,0.41,4.01
2025-09-26,600602,21.3,20.4,21.3,20.4,336826,699929807.0,4.2,-4.9,-1.05,3.14
2025-09-29,600602,20.41,20.5,20.65,20.16,184338,375956348.0,2.4,0.49,0.1,1.72
2025-09-30,600602,20.75,20.49,20.83,20.48,195255,402846589.0,1.71,-0.05,-0.01,1.82
2025-10-09,600602,20.35,20.95,21.15,20.33,300182,626263349.0,4.0,2.24,0.46,2.79
2025-10-10,600602,20.85,20.21,20.85,20.15,288761,588012460.0,3.34,-3.53,-0.74,2.69
2025-10-13,600602,19.6,20.12,20.2,19.38,201618,401153739.0,4.06,-0.45,-0.09,1.88
2025-10-14,600602,20.12,19.65,20.35,19.57,226478,450855690.0,3.88,-2.34,-0.47,2.11
2025-10-15,600602,19.9,19.82,19.9,19.51,152442,300868648.0,1.98,0.87,0.17,1.42
2025-10-16,600602,19.8,19.8,20.05,19.54,162724,321433963.0,2.57,-0.1,-0.02,1.51
2025-10-17,600602,19.9,19.15,19.9,19.11,191675,371686233.0,3.99,-3.28,-0.65,1.78
2025-10-20,600602,19.27,19.05,19.39,19.0,141697,271498085.0,2.04,-0.52,-0.1,1.32
2025-10-21,600602,19.06,19.19,19.31,18.91,169195,323085148.0,2.1,0.73,0.14,1.57
2025-10-22,600602,19.02,19.0,19.14,18.95,119795,227870265.0,0.99,-0.99,-0.19,1.12
2025-10-23,600602,19.06,19.16,19.17,18.6,153181,288527794.0,3.0,0.84,0.16,1.43
2025-10-24,600602,19.2,19.19,19.29,19.11,135982,261086487.0,0.94,0.16,0.03,1.27
2025-10-27,600602,19.2,19.31,19.4,19.18,147161,284149217.0,1.15,0.63,0.12,1.37
2025-10-28,600602,19.29,20.28,20.84,19.07,554951,1116547441.0,9.17,5.02,0.97,5.17
2025-10-29,600602,20.0,20.12,20.27,19.68,332593,663589921.0,2.91,-0.79,-0.16,3.1
2025-10-30,600602,20.05,19.76,20.19,19.71,190734,379687447.0,2.39,-1.79,-0.36,1.78
2025-10-31,600602,19.75,19.99,20.13,19.65,179186,357713458.0,2.43,1.16,0.23,1.67
2025-11-03,600602,19.99,19.98,20.09,19.8,152083,302975020.0,1.45,-0.05,-0.01,1.42
2025-11-04,600602,19.85,19.67,20.08,19.56,154381,304404949.0,2.6,-1.55,-0.31,1.44
2025-11-05,600602,19.4,19.38,19.54,19.21,146727,284341534.0,1.68,-1.47,-0.29,1.37
2025-11-06,600602,19.43,19.4,19.45,19.23,110909,214740396.0,1.14,0.1,0.02,1.03
2025-11-07,600602,19.25,19.25,19.47,19.25,113832,219910428.0,1.13,-0.77,-0.15,1.06
2025-11-10,600602,19.27,19.27,19.4,19.15,103360,198726415.0,1.3,0.1,0.02,0.96
2025-11-11,600602,19.28,19.19,19.45,19.17,110126,212323197.0,1.45,-0.42,-0.08,1.03
2025-11-12,600602,19.2,18.92,19.2,18.81,107890,204348789.0,2.03,-1.41,-0.27,1.0
2025-11-13,600602,18.92,19.45,19.52,18.8,184715,354419854.0,3.81,2.8,0.53,1.72
2025-11-14,600602,19.1,18.94,19.34,18.94,148593,284445651.0,2.06,-2.62,-0.51,1.38
2025-11-17,600602,18.85,19.09,19.29,18.81,113968,217935328.0,2.53,0.79,0.15,1.06
2025-11-18,600602,19.0,19.19,19.26,18.95,104402,200051089.0,1.62,0.52,0.1,0.97
2025-11-19,600602,19.26,18.96,19.3,18.9,92401,175955980.0,2.08,-1.2,-0.23,0.86
2025-11-20,600602,19.02,18.92,19.23,18.73,92804,175677363.0,2.64,-0.21,-0.04,0.86
2025-11-21,600602,18.71,18.32,18.95,18.2,147175,272410363.0,3.96,-3.17,-0.6,1.37
2025-11-24,600602,18.33,19.0,19.12,18.28,192986,362671235.0,4.59,3.71,0.68,1.8
2025-11-25,600602,19.0,19.04,19.27,18.99,142219,272169491.0,1.47,0.21,0.04,1.32
2025-11-26,600602,19.02,18.98,19.35,18.96,142499,272789381.0,2.05,-0.32,-0.06,1.33
2025-11-27,600602,18.9,18.74,19.05,18.73,102154,192977934.0,1.69,-1.26,-0.24,0.95
2025-11-28,600602,18.7,18.89,18.94,18.68,74861,140783810.0,1.39,0.8,0.15,0.7
2025-12-01,600602,18.85,19.0,19.08,18.7,96987,183607452.0,2.01,0.58,0.11,0.9
2025-12-02,600602,19.01,18.76,19.08,18.74,82190,155162694.0,1.79,-1.26,-0.24,0.77
2025-12-03,600602,18.71,18.21,18.76,18.2,149000,273351972.0,2.99,-2.93,-0.55,1.39
2025-12-04,600602,18.22,18.01,18.36,17.77,135110,242818924.0,3.24,-1.1,-0.2,1.26
2025-12-05,600602,18.01,18.15,18.23,17.88,92444,166818883.0,1.94,0.78,0.14,0.86
2025-12-08,600602,18.21,18.27,18.38,18.01,104098,190451579.0,2.04,0.66,0.12,0.97
2025-12-09,600602,18.28,18.12,18.61,18.1,122719,225322769.0,2.79,-0.82,-0.15,1.14
2025-12-10,600602,18.01,18.26,18.3,17.85,117166,211893638.0,2.48,0.77,0.14,1.09
2025-12-11,600602,18.26,17.86,18.28,17.86,108719,195803514.0,2.3,-2.19,-0.4,1.01
2025-12-12,600602,17.94,18.43,18.43,17.6,270282,486791599.0,4.65,3.19,0.57,2.52
2025-12-15,600602,18.0,17.75,18.16,17.7,171849,307653685.0,2.5,-3.69,-0.68,1.6
2025-12-16,600602,17.72,17.23,17.74,17.21,131591,227960477.0,2.99,-2.93,-0.52,1.22
2025-12-17,600602,17.16,17.4,17.5,17.04,119956,207042675.0,2.67,0.99,0.17,1.12
2025-12-18,600602,17.29,17.47,17.69,17.25,108611,190389661.0,2.53,0.4,0.07,1.01
2025-12-19,600602,17.55,17.58,17.77,17.52,102237,180490170.0,1.43,0.63,0.11,0.95
2025-12-22,600602,17.58,17.69,17.82,17.58,95363,169052476.0,1.37,0.63,0.11,0.89
2025-12-23,600602,17.69,17.55,17.78,17.49,79065,139168683.0,1.64,-0.79,-0.14,0.74
2025-12-24,600602,17.56,17.87,17.94,17.55,110430,196986515.0,2.22,1.82,0.32,1.03
2025-12-25,600602,17.9,17.89,17.98,17.82,77387,138413992.0,0.9,0.11,0.02,0.72
2025-12-26,600602,17.86,17.98,18.15,17.85,102363,184429974.0,1.68,0.5,0.09,0.95
2025-12-29,600602,17.99,18.79,19.25,17.91,419582,785141250.0,7.45,4.51,0.81,3.91
2025-12-30,600602,18.65,18.6,18.77,18.48,222213,413663171.0,1.54,-1.01,-0.19,2.07
2025-12-31,600602,18.51,18.69,18.85,18.44,132709,247550773.0,2.2,0.48,0.09,1.24
2026-01-05,600602,18.8,18.81,18.88,18.66,161528,303325872.0,1.18,0.64,0.12,1.5
2026-01-06,600602,18.91,19.06,19.14,18.81,213074,404807350.0,1.75,1.33,0.25,1.98
2026-01-07,600602,19.0,19.12,19.42,18.89,228760,437849327.0,2.78,0.31,0.06,2.13
2026-01-08,600602,19.17,19.33,19.49,19.03,222798,431200141.0,2.41,1.1,0.21,2.07
2026-01-09,600602,19.26,19.95,19.98,19.25,316988,626367166.0,3.78,3.21,0.62,2.95
2026-01-12,600602,20.32,21.05,21.18,20.1,597514,1235191147.0,5.41,5.51,1.1,5.56
2026-01-13,600602,21.35,20.4,21.5,20.3,513723,1069192404.0,5.7,-3.09,-0.65,4.78
2026-01-14,600602,20.36,20.91,21.45,20.33,575687,1206145149.0,5.49,2.5,0.51,5.36
2026-01-15,600602,20.85,20.47,20.85,20.21,311718,639741570.0,3.06,-2.1,-0.44,2.9
2026-01-16,600602,20.37,20.03,20.56,19.68,307541,616473331.0,4.3,-2.15,-0.44,2.86
2026-01-19,600602,19.97,19.58,20.1,19.55,209809,414067315.0,2.75,-2.25,-0.45,1.95
2026-01-20,600602,19.72,19.31,19.87,19.14,195786,379226592.0,3.73,-1.38,-0.27,1.82
2026-01-21,600602,19.16,19.28,19.67,19.13,153490,297089411.0,2.8,-0.16,-0.03,1.43
2026-01-22,600602,19.33,19.58,19.79,19.3,193447,377357793.0,2.54,1.56,0.3,1.8
2026-01-23,600602,19.58,19.59,19.69,19.47,181306,355025467.0,1.12,0.05,0.01,1.69
2026-01-26,600602,19.72,20.15,20.65,19.54,491604,984137671.0,5.67,2.86,0.56,4.58
2026-01-27,600602,20.31,22.17,22.17,20.06,1251221,2672754805.0,10.47,10.02,2.02,11.65
2026-01-28,600602,23.27,23.0,23.69,22.02,1833747,4180903876.0,7.53,3.74,0.83,17.07
2026-01-29,600602,22.77,21.72,23.32,21.5,1319969,2964560339.0,7.91,-5.57,-1.28,12.29
2026-01-30,600602,21.85,21.21,22.3,21.0,786462,1693218483.0,5.99,-2.35,-0.51,7.32
2026-02-02,600602,21.2,20.96,21.7,20.81,629699,1338005330.0,4.2,-1.18,-0.25,5.86
2026-02-03,600602,21.07,21.64,21.7,20.71,702435,1498639581.0,4.72,3.24,0.68,6.54
